1,3,2,1,1,1,18,1,0.67884
0,3,2,0,1,1,0,1,1.18
0,3,2,0,2,1,0,1,1.0412
0,3,2,0,2,1,0,1,1.5931
0,3,2,0,1,2,0,1,0.74256
1,3,2,1,2,2,16,3,0.52118
1,3,2,1,2,1,13,3,0.61993
1,3,2,1,2,2,12,3,0.49168
0,3,2,0,2,2,0,1,0.5529
0,3,2,0,2,2,0,1,0.63832
1,3,2,1,1,2,17,3,0.46767
1,3,2,1,2,2,10,3,0.45147
1,3,2,1,1,1,14,3,0.51286
0,3,2,0,2,1,0,1,0.52342
0,3,2,0,1,2,0,1,0.51285
0,3,2,0,1,1,0,1,0.54212
0,3,2,0,2,2,0,1,0.49925
1,3,2,1,2,1,13,3,0.41657
0,3,2,0,2,2,0,1,0.63524
1,3,2,1,2,2,12,3,0.43516
1,3,2,1,1,2,18,3,0.45376
0,3,2,0,1,2,0,1,0.51239
0,3,2,0,2,2,0,1,0.45107
1,3,2,1,2,2,13,3,0.44549
0,3,2,0,2,1,0,1,0.44011
0,3,2,0,1,2,0,1,0.51207
1,3,2,1,1,2,19,3,0.53899
0,3,2,0,2,1,0,1,0.59215
1,3,2,1,1,1,12,3,0.56014
1,3,2,1,1,1,10,3,0.44008
1,3,2,1,1,1,16,3,0.44265
0,3,2,0,1,1,0,1,0.3706
1,3,2,1,1,2,19,3,0.44508
0,3,2,0,2,1,0,1,0.36523
1,3,2,1,1,2,11,3,0.45315
1,3,2,1,1,1,16,3,0.50621
0,3,2,0,1,1,0,1,0.55947
0,3,2,0,2,2,0,1,0.47961
1,3,2,1,2,1,13,3,0.44238
0,3,2,0,2,2,0,1,0.45551
0,3,2,0,1,1,0,1,0.52984
0,3,2,0,1,1,0,1,0.42044
1,3,2,1,2,1,21,3,0.42569
1,3,2,1,2,2,16,3,0.45485
1,3,2,1,1,1,21,3,0.49231
0,3,2,0,2,1,0,1,0.34319
1,3,2,1,1,2,20,3,0.3911
1,3,2,1,1,1,20,3,0.33763
1,3,2,1,1,2,10,3,0.39365
0,3,2,0,1,1,0,1,0.41495
0,3,2,0,2,2,0,1,0.43611
1,3,2,1,1,2,13,3,0.37215
1,3,2,1,2,1,11,3,0.47323
1,3,2,1,2,1,20,3,0.41474
1,3,2,1,1,1,20,3,0.42269
0,3,2,0,1,1,0,1,0.41993
1,3,2,1,1,1,20,3,0.40655
0,3,2,0,2,1,0,1,0.39844
0,3,2,0,2,2,0,1,0.48109
1,3,2,1,2,2,20,3,0.42501
1,3,2,1,2,1,11,3,0.41151
1,3,2,1,1,2,10,3,0.43547
1,3,2,1,1,2,18,3,0.46222
0,3,2,0,1,2,0,1,0.39534
1,3,2,1,2,2,10,3,0.40345
0,3,2,0,2,2,0,1,0.37953
0,3,2,0,2,2,0,1,0.40601
0,3,2,0,1,2,0,1,0.44053
0,3,2,0,2,1,0,1,0.44863
0,3,2,0,2,2,0,1,0.43794
0,3,2,0,2,1,0,1,0.42456
1,3,2,1,1,1,20,3,0.41908
1,3,2,1,2,1,17,3,0.41634
0,3,2,0,2,1,0,1,0.48057
0,3,2,0,1,2,0,1,0.55777
1,3,2,1,1,2,19,3,0.44307
0,3,2,0,1,2,0,1,0.35515
1,3,2,1,2,1,19,3,0.43509
1,3,2,1,2,2,14,3,0.47499
0,3,2,0,2,1,0,1,0.46924
1,3,1,1,2,1,20,3,0.61313
1,3,1,1,2,1,14,3,0.4587
1,3,1,1,2,2,10,3,0.41868
1,3,1,1,1,2,19,3,0.41566
1,3,1,1,1,2,20,3,0.33852
0,3,1,0,1,2,0,1,0.46357
1,3,1,1,2,1,13,3,0.42105
1,3,1,1,1,1,20,3,0.37547
1,3,1,1,2,1,20,3,0.42894
1,3,1,1,2,2,12,3,0.36743
1,3,1,1,1,2,12,3,0.41273
1,3,1,1,1,1,15,3,0.37009
0,3,1,0,2,2,0,1,0.37528
1,3,1,1,2,2,13,3,0.53534
1,3,1,1,1,2,20,3,0.35681
0,3,1,0,1,2,0,1,0.48175
0,3,1,0,2,1,0,1,0.54836
1,3,1,1,2,2,13,3,0.40435
0,3,1,0,1,2,0,1,0.42594
1,3,1,1,1,2,15,3,0.40966
1,3,1,1,1,2,12,3,0.38849
0,3,1,0,2,1,0,1,0.35101
0,3,1,0,1,1,0,1,0.39102
0,3,1,0,1,2,0,1,0.34826
0,3,1,0,1,2,0,1,0.34814
1,3,1,1,2,1,20,3,0.35864
0,3,1,0,2,2,0,1,0.40146
1,3,1,1,2,1,15,3,0.43592
1,3,1,1,2,1,21,3,0.36411
1,3,1,1,2,2,21,3,0.33993
1,3,1,1,2,2,21,3,0.33705
0,3,1,0,2,2,0,1,0.43051
1,3,1,1,2,2,19,3,0.34527
1,3,1,1,2,2,12,3,0.37175
0,3,1,0,1,2,0,1,0.37969
1,3,1,1,1,1,11,3,0.40641
0,3,1,0,2,1,0,1,0.3584
0,3,1,0,2,1,0,1,0.35297
0,3,1,0,2,1,0,1,0.37405
0,3,1,0,2,1,0,1,0.3821
0,3,1,0,2,2,0,1,0.41392
0,3,1,0,2,2,0,1,0.32857
1,3,1,1,2,2,15,3,0.45927
0,3,1,0,2,2,0,1,0.38182
0,3,1,0,1,2,0,1,0.33372
1,3,1,1,2,2,17,3,0.42198
0,3,1,0,2,1,0,1,0.33123
1,3,1,1,2,1,17,3,0.43249
1,3,1,1,2,2,12,3,0.44055
0,3,1,0,2,2,0,1,0.33096
1,3,1,1,2,2,18,3,0.45888
0,3,1,0,1,1,0,1,0.35483
1,3,1,1,1,2,20,3,0.43476
0,3,1,0,2,1,0,1,0.44818
1,3,1,1,2,2,11,3,0.37083
1,3,1,1,2,2,21,3,0.44551
1,3,1,1,1,2,18,3,0.39729
0,3,1,0,1,2,0,1,0.50395
1,3,1,1,1,1,15,3,0.43704
0,3,1,0,2,2,0,1,0.39469
0,3,1,0,2,2,0,1,0.35703
0,3,1,0,2,2,0,1,0.37055
0,3,1,0,2,1,0,1,0.38113
1,3,1,1,2,2,16,3,0.43455
0,3,1,0,2,2,0,1,0.36786
1,3,1,1,2,1,16,3,0.45558
1,3,1,1,2,2,19,3,0.37281
1,3,1,1,2,1,13,3,0.43678
1,3,1,1,1,2,10,3,0.34087
0,3,1,0,2,2,0,1,0.38359
1,3,1,1,2,2,17,3,0.4074
0,3,1,0,1,1,0,1,0.43139
0,3,1,0,2,2,0,1,0.47404
1,3,1,1,1,2,12,3,0.36981
1,3,1,1,1,2,12,3,0.39937
1,3,1,1,2,1,19,3,0.4978
1,3,1,1,1,1,10,3,0.33788
0,3,1,0,1,1,0,1,0.52695
0,3,1,0,2,2,0,1,0.52161
1,3,1,1,2,2,14,3,0.53488
0,3,2,0,1,1,0,1,0.47366
0,3,2,0,1,1,0,1,0.38545
0,3,2,0,1,2,0,1,0.64923
0,3,2,0,2,2,0,1,0.31614
1,3,2,1,2,1,17,3,0.41459
1,3,2,1,1,2,21,3,0.40664
0,3,2,0,2,1,0,1,0.46776
0,3,2,0,2,2,0,1,0.55831
1,3,2,1,2,2,16,3,0.39589
0,3,2,0,1,2,0,1,0.39051
1,3,2,1,2,1,11,3,0.38489
