1,3,2,1,2,2,20,3,0.49174
0,3,2,0,1,2,0,1,0.36766
0,3,2,0,2,2,0,1,0.36204
0,3,2,0,1,1,0,1,0.34459
1,3,2,1,1,2,17,3,0.4313
1,3,2,1,2,2,20,3,0.6214
0,3,2,0,2,1,0,1,0.54867
1,3,2,1,2,1,10,3,0.49173
0,3,2,0,1,1,0,1,0.56595
1,3,2,1,2,2,17,3,0.38743
0,3,2,0,2,1,0,1,0.54121
1,3,2,1,2,2,19,3,0.38138
0,3,2,0,2,1,0,1,0.37795
0,3,2,0,2,1,0,1,0.4726
1,3,2,1,2,1,11,3,0.44035
0,3,2,0,1,2,0,1,0.4125
1,3,2,1,1,2,18,3,0.39912
0,3,2,0,2,2,0,1,0.50409
1,3,2,1,2,1,10,3,0.44293
0,3,2,0,2,2,0,1,0.39646
0,3,2,0,2,1,0,1,0.6737
1,3,2,1,1,1,11,3,0.468
0,3,2,0,2,1,0,1,0.35404
1,3,2,1,2,1,15,3,0.37814
0,3,2,0,2,1,0,1,0.38412
0,3,2,0,1,1,0,1,0.41156
0,3,2,0,2,2,0,1,0.46486
0,3,2,0,1,1,0,1,0.41604
1,3,2,1,1,1,17,3,0.63519
1,3,2,1,1,1,17,3,0.53779
1,3,2,1,2,1,20,3,0.43986
0,3,2,0,1,2,0,1,0.91809
1,3,2,1,1,2,17,3,0.48439
1,3,2,1,2,2,19,3,0.43511
0,3,2,0,1,2,0,1,0.52876
1,3,2,1,2,2,19,3,0.43717
0,3,2,0,2,1,0,1,0.50972
1,3,2,1,2,1,10,3,0.40615
0,3,2,0,1,2,0,1,0.41625
0,3,2,0,2,2,0,1,0.42204
1,3,1,1,2,1,15,3,0.44638
1,3,1,1,1,1,21,3,0.41681
1,3,1,1,2,1,17,1,0.4518
0,3,1,0,1,1,0,3,0.35636
1,3,1,1,1,2,19,3,0.47981
0,3,1,0,1,1,0,1,0.41042
1,3,1,1,1,1,13,3,0.3537
1,3,1,1,2,2,19,3,0.35194
1,3,1,1,2,2,11,3,0.42217
0,3,1,0,1,1,0,1,0.43833
1,3,1,1,2,2,14,3,0.37436
1,3,1,1,2,2,14,3,0.39694
0,3,1,0,2,1,0,1,0.47389
0,3,1,0,2,1,0,1,0.41273
0,3,1,0,1,2,0,1,0.36
1,3,1,1,1,2,17,3,0.65182
0,3,1,0,2,2,0,1,0.40686
0,3,1,0,1,1,0,1,0.41253
0,3,1,0,1,1,0,1,0.38555
0,3,1,0,2,2,0,1,0.35162
1,3,1,1,1,2,19,3,0.40887
1,3,1,1,2,2,15,3,0.43507
1,3,1,1,1,1,13,3,0.39479
0,3,1,0,1,2,0,1,0.37707
1,3,1,1,1,1,17,3,0.43766
0,3,1,0,1,1,0,1,0.39354
1,3,1,1,2,2,16,3,0.4294
1,3,1,1,2,2,12,3,0.39923
1,3,1,1,2,2,13,3,0.36003
1,3,1,1,1,2,21,3,0.39933
0,3,1,0,2,2,0,1,0.4121
0,3,1,0,1,1,0,1,0.36475
1,3,1,1,2,1,10,3,0.48197
0,3,1,0,2,1,0,1,0.63546
0,3,1,0,2,1,0,1,0.36629
1,3,1,1,2,2,10,3,0.409
0,3,1,0,1,1,0,1,0.40663
0,3,1,0,2,2,0,1,0.35679
0,3,1,0,2,1,0,1,0.36801
0,3,1,0,2,2,0,1,0.3752
0,3,2,0,2,1,0,1,0.36629
0,3,2,0,1,2,0,1,0.38339
1,3,2,1,2,2,13,1,0.33285
1,3,2,1,1,1,10,3,0.46692
1,3,2,1,1,1,11,3,0.38572
0,3,2,0,1,1,0,1,0.39757
0,3,2,0,2,2,0,1,0.42159
0,3,2,0,2,1,0,1,0.35743
1,3,2,1,2,2,16,3,0.40995
0,3,2,0,1,1,0,1,0.49599
0,3,2,0,1,1,0,1,0.32164
0,3,2,0,2,1,0,1,0.50244
1,3,2,1,1,2,11,3,0.51236
1,3,2,1,1,1,18,1,0.40633
0,3,2,0,1,2,0,1,0.45206
1,3,2,1,2,1,20,3,0.39702
1,3,2,1,1,1,12,3,0.4492
1,3,2,1,2,1,12,3,0.39817
1,3,2,1,2,2,14,3,0.41433
1,3,2,1,2,1,21,3,0.4562
0,3,2,0,2,1,0,1,0.54822
0,3,2,0,2,1,0,1,0.42152
1,3,2,1,2,2,12,3,0.43038
1,3,2,1,2,2,16,3,0.56708
0,3,2,0,1,2,0,1,0.45256
1,3,2,1,1,1,16,3,0.43218
0,3,2,0,1,1,0,1,0.4572
0,3,2,0,2,1,0,1,0.50415
0,3,2,0,1,1,0,1,0.46608
1,3,2,1,2,2,21,3,0.4034
0,3,2,0,1,1,0,1,0.43343
0,3,2,0,1,2,0,1,0.35133
0,3,2,0,2,1,0,1,0.33626
1,3,2,1,2,1,10,3,0.525
1,3,2,1,2,2,14,3,0.48995
1,3,2,1,1,2,19,3,0.44599
0,3,2,0,2,1,0,1,0.4218
0,3,2,0,1,2,0,1,0.41284
0,3,2,0,2,1,0,1,0.40403
1,3,2,1,2,2,13,3,0.57409
