0,1,2,0,1,1,0,1,0.61216
1,1,2,1,2,1,12,3,0.56163
1,1,2,1,1,1,19,3,0.58841
1,1,2,1,2,2,17,3,0.53224
0,1,2,0,2,2,0,1,0.63061
0,1,2,0,2,2,0,1,0.44948
1,1,2,1,2,1,14,3,0.5348
1,1,2,1,1,1,11,3,0.52675
0,1,2,0,1,1,0,1,0.52906
1,1,2,1,2,2,14,3,0.5532
1,1,2,1,2,1,19,3,0.50514
0,1,2,0,1,2,0,1,0.60094
1,1,2,1,2,1,12,3,0.46754
1,1,2,1,1,2,10,3,0.43575
1,1,2,1,1,1,18,1,0.46776
1,1,2,1,2,2,21,3,0.42206
1,1,2,1,1,1,12,3,0.54503
0,1,2,0,2,1,0,1,0.75282
1,1,2,1,1,2,13,3,0.51009
1,1,2,1,2,1,15,3,0.91017
1,1,2,1,1,1,12,3,0.45665
1,1,2,1,1,1,17,3,0.5819
1,1,2,1,2,2,21,3,0.42725
1,1,2,1,2,1,12,3,0.38714
1,1,2,1,1,1,14,3,0.65396
0,1,2,0,1,1,0,1,0.76291
1,1,2,1,1,1,11,3,0.45657
1,1,2,1,1,1,12,3,0.39749
1,1,2,1,1,2,15,3,0.59242
1,1,2,1,1,1,18,3,0.60299
0,1,2,0,2,2,0,1,0.81635
0,1,2,0,1,2,0,1,0.55755
1,1,2,1,1,1,16,3,0.50931
1,1,2,1,1,2,17,3,0.54399
1,1,2,1,2,1,14,3,0.73064
1,1,2,1,2,2,20,3,0.45587
1,1,2,1,1,2,19,3,0.42665
0,1,2,0,2,2,0,1,0.66099
0,1,2,0,1,2,0,1,0.62122
0,1,2,0,1,1,0,1,0.41849
0,1,1,0,1,1,0,1,0.70622
1,1,1,1,2,2,21,3,0.71131
1,1,1,1,1,1,18,3,0.49008
0,1,1,0,2,1,0,1,0.71654
1,1,1,1,2,1,21,3,0.42579
1,1,1,1,2,2,12,3,0.4339
0,1,1,0,2,1,0,3,0.50328
1,1,1,1,1,1,21,3,0.74564
1,1,1,1,1,1,16,3,0.56453
1,1,1,1,2,1,12,3,0.4578
1,1,1,1,1,1,18,3,0.48976
0,1,1,0,1,2,0,3,0.51111
1,1,1,1,2,1,19,3,0.4603
1,1,1,1,1,1,14,3,0.62835
1,1,1,1,1,1,18,3,0.51352
1,1,1,1,1,1,12,3,0.4336
1,1,1,1,2,1,12,3,0.35864
