1,3,2,1,2,2,18,3,0.58935
1,3,2,1,1,1,21,3,0.4036
0,3,2,0,1,1,0,1,0.48911
0,3,2,0,2,2,0,1,0.38491
1,3,2,1,1,2,10,3,0.47831
1,3,2,1,1,2,10,3,0.33142
0,3,2,0,2,1,0,1,0.43835
0,3,2,0,2,2,0,1,0.33418
1,3,2,1,2,2,13,1,0.3447
1,3,2,1,1,2,17,3,0.60332
0,3,2,0,2,2,0,1,0.61944
1,3,2,1,1,1,17,3,0.41107
1,3,2,1,1,2,10,3,0.4405
1,3,2,1,2,1,18,3,0.43243
0,3,2,0,1,2,0,1,0.51514
0,3,2,0,2,2,0,1,0.70421
1,3,2,1,2,1,16,3,0.4885
0,3,2,0,1,2,0,1,0.7204
1,3,2,1,2,2,16,3,0.49341
1,3,2,1,1,2,13,3,0.58167
0,3,2,0,2,1,0,1,0.68291
1,3,2,1,2,2,18,3,0.68807
1,3,2,1,1,2,19,3,0.54694
1,3,2,1,1,1,17,3,0.65604
1,3,2,1,1,1,21,3,0.41856
0,3,2,0,1,2,0,1,0.74107
1,3,2,1,2,1,10,3,0.49045
0,3,2,0,1,2,0,1,0.87695
0,3,2,0,2,2,0,1,0.52761
1,3,2,1,2,1,21,3,0.36501
0,3,2,0,2,1,0,1,0.42921
1,3,2,1,1,1,12,3,0.39708
1,3,2,1,1,2,17,3,0.70361
0,3,2,0,2,2,0,1,0.45555
0,3,2,0,1,1,0,1,0.50624
1,3,2,1,2,1,21,3,0.4287
1,3,2,1,1,1,14,3,0.49789
1,3,2,1,2,2,21,3,0.36452
0,3,2,0,2,1,0,1,0.41813
0,3,2,0,1,2,0,1,0.33267
0,3,2,0,1,2,0,1,0.75922
0,3,2,0,2,1,0,1,0.44423
1,3,2,1,1,2,21,3,0.58828
0,3,2,0,1,2,0,1,0.89494
1,3,2,1,2,2,17,3,0.40431
1,3,2,1,2,2,15,3,0.40121
1,3,2,1,1,1,14,3,0.39611
1,3,2,1,1,2,13,3,0.34284
0,3,2,0,2,2,0,1,0.46527
1,3,2,1,2,1,15,3,0.41998
1,3,2,1,1,2,13,3,0.52904
0,3,2,0,1,2,0,1,0.51307
0,3,2,0,1,1,0,1,0.54789
0,3,2,0,1,1,0,1,0.4836
1,3,2,1,1,1,11,3,0.5235
0,3,2,0,2,1,0,1,0.62496
1,3,2,1,2,2,13,3,0.47575
0,3,2,0,1,1,0,1,0.71564
1,3,2,1,2,2,10,3,0.42233
0,3,2,0,2,2,0,1,0.51295
0,3,2,0,1,1,0,1,0.47012
1,3,2,1,2,2,18,3,0.45658
